Order_ID,Order_Date,Customer_ID,Country,Region,City,Category,Product,Gender,Size,Sales_Channel,Customer_Segment,Payment_Method,Campaign,Quantity,Unit_Price_USD,Discount_Rate,Revenue_USD,Cost_USD,Profit_USD,Customer_Rating,Returned,Order_Status,Customer_Age,Shipping_Days,Inventory_Available,Marketing_Spend_USD,Customer_Lifetime_Value_USD,Anomaly_Flag,Anomaly_Status,Revenue_Per_Unit,Profit_Margin,Profit_Margin_Percentage,Order_Year,Order_Month_Number,Month_Name,Quarter,Quarter_Name,Day_Name,Customer_Value_Category,Return_Flag,Discount_Category,Customer_Order_Value,RFM_Score,Customer_Segment_RFM
ORD-100786,1970-01-01 05:00:45.755,CUST-10536,Australia,Oceania,Sydney,Outdoor,Agravic,Female,S,Online Store,Business,Cash on Delivery,Eid Campaign,1,163.65,0.0,147.28,76.0,71.28,4.0,No,Completed,20.0,2.0,881,11614.12,1730.78,1,Normal,147.28,0.4839760999456817,48.39760999456817,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,147.28,7,Potential Customers
ORD-100787,1970-01-01 05:00:45.364,CUST-10611,Uae,Middle East,Dubai,Lifestyle,Campus,Unisex,XL,Marketplace,Business,Cash on Delivery,Sports Event,1,115.94,0.0,98.55,60.59,37.96,4.0,No,Completed,55.0,3.0,661,14023.4,2014.86,1,Normal,98.55,0.3851851851851852,38.51851851851852,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,98.55,8,Potential Customers
ORD-100788,1970-01-01 05:00:45.456,CUST-10802,Uae,Middle East,Dubai,Running,Ultraboost,Female,L,Wholesale,Consumer,Credit Card,Black Friday,2,88.68,0.0,150.76,73.95,76.81,3.0,No,Completed,27.0,2.0,74,36607.51,1554.33,1,Normal,75.38,0.5094852746086496,50.94852746086496,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,150.76,3,At Risk
ORD-100789,1970-01-01 05:00:45.180,CUST-10225,Uk,Europe,London,Outdoor,Agravic,Unisex,S,Mobile App,Premium Consumer,Bank Transfer,Sports Event,1,227.62,0.0,182.1,155.61,26.49,4.0,No,Completed,27.0,5.0,98,26246.65,4678.9,1,Normal,182.1,0.14546952224052717,14.546952224052717,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,182.1,14,Champions
ORD-100790,1970-01-01 05:00:45.410,CUST-10042,Pakistan,South Asia,Rawalpindi,Training,Everyday,Unisex,XL,Wholesale,Consumer,Cash on Delivery,Black Friday,1,71.55,0.0,67.97,43.39,24.58,4.0,No,Completed,35.0,1.0,264,62124.19,3634.57,1,Normal,67.97,0.36163013094012064,36.163013094012065,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,67.97,7,Potential Customers
ORD-100791,1970-01-01 05:00:45.700,CUST-10358,Uk,Europe,Birmingham,Outdoor,Ridgewalker,Unisex,L,Online Store,Premium Consumer,Bank Transfer,New Year Sale,1,112.9,0.0,101.61,58.99,42.62,3.0,No,Completed,55.0,3.0,910,37070.28,4783.99,1,Normal,101.61,0.41944690483220154,41.94469048322016,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,101.61,11,Loyal Customers
ORD-100792,1970-01-01 05:00:45.127,CUST-10668,Saudi Arabia,Middle East,Riyadh,Basketball,Own The Game,Unisex,L,Mobile App,Consumer,Credit Card,Unknown,1,95.15,0.0,90.39,47.09,43.3,5.0,No,Completed,51.0,3.0,754,68555.09,4385.08,1,Normal,90.39,0.47903529151454805,47.903529151454805,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,90.39,10,Loyal Customers
ORD-100793,1970-01-01 05:00:45.366,CUST-10472,Usa,North America,Houston,Football,F50,Male,M,Wholesale,Premium Consumer,Bank Transfer,New Year Sale,1,100.53,0.0,85.45,51.27,34.18,3.0,No,Completed,63.0,4.0,82,76995.44,3797.25,1,Normal,85.45,0.39999999999999997,40.0,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,85.45,13,Champions
ORD-100794,1970-01-01 05:00:45.794,CUST-10648,Usa,North America,Houston,Basketball,Own The Game,Unisex,L,Mobile App,Consumer,Debit Card,New Year Sale,1,174.3,0.0,156.87,83.76,73.11,4.0,Yes,Returned,30.0,4.0,804,19123.17,3515.14,1,Normal,156.87,0.4660546949703576,46.60546949703576,1970,1,January,1,Q1,Thursday,High Value,1,No Discount,156.87,8,Potential Customers
ORD-100795,1970-01-01 05:00:45.191,CUST-10184,Uae,Middle East,Sharjah,Training,Rapidmove,Unknown,XL,Online Store,Business,Debit Card,Eid Campaign,1,116.56,0.0,121.535,48.57,67.99,4.0,No,Completed,36.0,7.0,581,92022.47,4344.2,1,Normal,,,,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,121.535,8,Potential Customers
ORD-100796,1970-01-01 05:00:45.683,CUST-10887,Australia,Oceania,Sydney,Running,Adizero,Unisex,L,Online Store,Consumer,Cash on Delivery,New Year Sale,1,139.27,0.0,118.38,66.95,51.43,4.0,No,Completed,25.0,3.0,227,78822.4,3452.33,1,Normal,118.38,0.4344483865517824,43.444838655178245,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,118.38,5,At Risk
ORD-100797,1970-01-01 05:00:45.168,CUST-10058,Uk,Europe,Manchester,Running,Adizero,Female,M,Marketplace,Premium Consumer,Digital Wallet,Unknown,2,164.14,0.0,279.04,148.81,130.23,4.0,No,Completed,21.0,4.0,683,62864.69,1024.73,1,Normal,139.52,0.46670728211009166,46.67072821100916,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,279.04,15,Champions
ORD-100798,1970-01-01 05:00:45.026,CUST-10072,Uae,Middle East,Abu Dhabi,Football,F50,Female,L,Retail Store,Business,Digital Wallet,Unknown,1,91.34,0.0,77.64,44.53,33.11,3.0,No,Completed,32.0,1.0,964,90938.42,3275.82,1,Normal,77.64,0.4264554353426069,42.64554353426069,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,77.64,12,Champions
ORD-100799,1970-01-01 05:00:45.065,CUST-10898,India,South Asia,Delhi,Lifestyle,Campus,Female,L,Wholesale,Premium Consumer,Bank Transfer,Eid Campaign,1,127.65,0.0,108.5,86.74,21.76,4.0,No,Completed,29.0,1.0,130,26953.94,2623.51,1,Normal,108.5,0.2005529953917051,20.05529953917051,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,108.5,5,At Risk
ORD-100800,1970-01-01 05:00:45.198,CUST-10315,Germany,Europe,Berlin,Training,Rapidmove,Unisex,L,Mobile App,Business,Digital Wallet,Summer Sale,1,133.88,0.0,107.1,67.94,39.16,4.0,No,Completed,42.0,1.0,9,42460.46,4911.28,1,Normal,107.1,0.3656395891690009,36.56395891690009,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,107.1,14,Champions
ORD-100801,1970-01-01 05:00:45.720,CUST-10598,Germany,Europe,Berlin,Running,Duramo,Female,M,Wholesale,Consumer,Digital Wallet,Sports Event,2,79.96,0.0,143.93,74.78,69.15,4.0,No,Completed,44.0,3.0,972,9035.8,2598.83,1,Normal,71.965,0.48044188147015915,48.044188147015916,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,143.93,12,Champions
ORD-100802,1970-01-01 05:00:45.266,CUST-10392,Uk,Europe,Birmingham,Outdoor,Terrex,Male,XL,Wholesale,Business,Credit Card,Sports Event,1,136.87,0.0,136.87,63.09,73.78,5.0,No,Pending,32.0,4.0,899,45890.09,288.43,1,Normal,136.87,0.5390516548549719,53.905165485497186,1970,1,January,1,Q1,Thursday,Low Value,0,No Discount,136.87,11,Loyal Customers
ORD-100803,1970-01-01 05:00:45.995,CUST-10542,India,South Asia,Mumbai,Football,Predator,Female,Unknown,Online Store,Consumer,Bank Transfer,Summer Sale,1,82.7,0.0,78.56,44.97,33.59,4.0,No,Completed,50.0,1.0,567,50886.87,1394.53,1,Normal,78.56,0.42757128309572306,42.75712830957231,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,78.56,7,Potential Customers
ORD-100804,1970-01-01 05:00:45.429,CUST-10697,Pakistan,South Asia,Rawalpindi,Basketball,Harden,Female,S,Wholesale,Business,Cash on Delivery,Eid Campaign,1,141.34,0.0,141.34,96.24,45.1,4.0,No,Completed,26.0,3.0,935,61798.66,4595.17,1,Normal,141.34,0.3190887222300835,31.90887222300835,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,141.34,9,Loyal Customers
ORD-100805,1970-01-01 05:00:45.623,CUST-10892,Pakistan,South Asia,Faisalabad,Training,Dropset,Male,L,Online Store,Business,Cash on Delivery,Unknown,2,50.02,0.0,100.04,61.19,38.85,5.0,No,Completed,48.0,1.0,544,47991.14,4815.55,1,Normal,50.02,0.38834466213514596,38.834466213514595,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,100.04,10,Loyal Customers
ORD-100806,1970-01-01 05:00:45.130,CUST-10344,Uk,Europe,Birmingham,Running,Ultraboost,Male,Unknown,Retail Store,Consumer,Cash on Delivery,Unknown,2,182.25,0.0,346.28,205.44,140.84,5.0,No,Completed,52.0,4.0,243,3730.37,3669.64,1,Normal,173.14,0.40672288321589467,40.67228832158947,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,346.28,7,Potential Customers
ORD-100807,1970-01-01 05:00:45.273,CUST-10100,Uae,Middle East,Dubai,Basketball,Own The Game,Unisex,M,Retail Store,Consumer,Credit Card,Black Friday,1,168.33,0.0,151.5,78.55,72.95,4.0,No,Completed,33.0,4.0,225,42279.07,378.63,1,Normal,151.5,0.48151815181518154,48.15181518151815,1970,1,January,1,Q1,Thursday,Low Value,0,No Discount,151.5,8,Potential Customers
ORD-100808,1970-01-01 05:00:45.218,CUST-10849,Usa,North America,Houston,Running,Solarboost,Unknown,XL,Mobile App,Consumer,Credit Card,Summer Sale,1,124.6,0.0,112.14,85.5,26.64,4.0,No,Completed,39.0,5.0,227,19318.76,215.35,1,Normal,112.14,0.2375601926163724,23.756019261637242,1970,1,January,1,Q1,Thursday,Low Value,0,No Discount,112.14,10,Loyal Customers
ORD-100809,1970-01-01 05:00:45.936,CUST-10025,Saudi Arabia,Middle East,Dammam,Lifestyle,Gazelle,Unisex,L,Online Store,Premium Consumer,Credit Card,Black Friday,2,140.96,0.0,253.73,147.26,106.47,5.0,No,Completed,43.0,4.0,244,75999.44,2450.02,1,Normal,126.865,0.4196192803373665,41.96192803373665,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,253.73,11,Loyal Customers
ORD-100810,1970-01-01 05:00:45.061,CUST-10860,Australia,Oceania,Melbourne,Lifestyle,Superstar,Male,L,Retail Store,Consumer,Cash on Delivery,New Year Sale,2,96.5,0.0,183.35,81.51,101.84,4.0,No,Completed,34.0,4.0,928,67039.26,4998.39,1,Normal,91.675,0.555440414507772,55.5440414507772,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,183.35,11,Loyal Customers
ORD-100811,1970-01-01 05:00:45.550,CUST-10341,India,South Asia,Kolkata,Football,X Crazyfast,Female,L,Online Store,Business,Bank Transfer,Summer Sale,1,150.33,0.0,135.3,106.04,29.26,3.0,No,Completed,51.0,3.0,443,32919.78,4359.55,1,Normal,135.3,0.216260162601626,21.6260162601626,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,135.3,13,Champions
ORD-100812,1970-01-01 05:00:45.429,CUST-10411,Uae,Middle East,Sharjah,Basketball,Harden,Female,XL,Mobile App,Consumer,Credit Card,Unknown,1,89.2,0.0,89.2,60.88,28.32,5.0,No,Completed,39.0,5.0,916,5055.43,4672.23,1,Normal,89.2,0.31748878923766816,31.748878923766817,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,89.2,13,Champions
ORD-100813,1970-01-01 05:00:44.928,CUST-10858,Uk,Europe,London,Outdoor,Ridgewalker,Female,XL,Wholesale,Premium Consumer,Digital Wallet,Black Friday,1,180.17,0.0,153.14,103.09,50.05,5.0,No,Completed,58.0,5.0,614,18653.14,3155.35,1,Normal,153.14,0.3268251273344652,32.68251273344652,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,153.14,6,Potential Customers
ORD-100814,1970-01-01 05:00:45.020,CUST-10634,Saudi Arabia,Middle East,Riyadh,Lifestyle,Campus,Unknown,XL,Wholesale,Consumer,Cash on Delivery,Unknown,2,71.5,0.0,143.0,88.26,54.74,3.0,No,Cancelled,41.0,4.0,708,69322.09,4309.71,1,Normal,71.5,0.3827972027972028,38.27972027972028,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,143.0,12,Champions
ORD-100815,1970-01-01 05:00:45.213,CUST-10650,Usa,North America,Chicago,Outdoor,Terrex,Female,L,Wholesale,Business,Cash on Delivery,Sports Event,1,224.9,0.0,191.16,133.9,57.26,4.0,No,Completed,34.0,7.0,886,99021.41,1666.52,1,Normal,191.16,0.2995396526469973,29.95396526469973,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,191.16,11,Loyal Customers
ORD-100816,1970-01-01 05:00:45.854,CUST-10041,Germany,Europe,Munich,Outdoor,Agravic,Male,M,Marketplace,Consumer,Digital Wallet,New Year Sale,1,178.53,0.0,142.82,120.99,21.83,4.0,Yes,Returned,27.0,14.0,812,32982.81,234.08,1,Normal,142.82,0.15284974093264247,15.284974093264248,1970,1,January,1,Q1,Thursday,Low Value,1,No Discount,142.82,11,Loyal Customers
ORD-100817,1970-01-01 05:00:44.931,CUST-10658,Germany,Europe,Hamburg,Running,Adizero,Female,XS,Online Store,Business,Debit Card,Eid Campaign,1,167.7,0.0,142.54,69.65,72.89,4.0,No,Completed,24.0,5.0,824,80298.63,4599.43,1,Normal,142.54,0.5113652308124036,51.13652308124036,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,142.54,10,Loyal Customers
ORD-100818,1970-01-01 05:00:45.085,CUST-10531,Australia,Oceania,Brisbane,Training,Dropset,Unknown,Unknown,Online Store,Premium Consumer,Digital Wallet,New Year Sale,1,149.96,0.0,149.96,102.63,47.33,4.0,No,Completed,30.0,14.0,460,86776.1,1170.31,1,Normal,149.96,0.3156174979994665,31.561749799946647,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,149.96,12,Champions
ORD-100819,1970-01-01 05:00:44.944,CUST-10328,Germany,Europe,Berlin,Training,Powerlift,Female,M,Retail Store,Premium Consumer,Credit Card,Summer Sale,1,74.93,0.0,63.69,35.54,28.15,4.0,No,Completed,22.0,4.0,935,45318.971000000005,3669.58,1,Normal,63.69,0.44198461296906894,44.19846129690689,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,63.69,10,Loyal Customers
ORD-100820,1970-01-01 05:00:45.319,CUST-10246,Pakistan,South Asia,Unknown,Basketball,Dame,Unisex,XL,Retail Store,Consumer,Digital Wallet,Unknown,1,140.57,0.0,119.48,74.71,44.77,4.0,No,Completed,51.0,2.0,720,91664.05,3328.94,1,Normal,119.48,0.3747070639437563,37.47070639437563,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,119.48,8,Potential Customers
ORD-100821,1970-01-01 05:00:45.355,CUST-10116,Pakistan,South Asia,Lahore,Basketball,Own The Game,Male,L,Online Store,Premium Consumer,Bank Transfer,New Year Sale,1,124.73,0.0,118.49,60.05,58.44,5.0,No,Completed,25.0,3.0,381,46887.17,875.0,1,Normal,118.49,0.49320617773651787,49.32061777365179,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,118.49,14,Champions
ORD-100822,1970-01-01 05:00:45.286,CUST-10126,Australia,Oceania,Sydney,Football,X Crazyfast,Unisex,Unknown,Online Store,Consumer,Cash on Delivery,New Year Sale,1,67.51,0.0,60.76,34.41,26.35,3.0,No,Pending,38.0,5.0,191,96442.1,1059.32,1,Normal,60.76,0.43367346938775514,43.36734693877551,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,60.76,11,Loyal Customers
ORD-100823,1970-01-01 05:00:45.319,CUST-10708,Saudi Arabia,Middle East,Dammam,Lifestyle,Campus,Male,XL,Wholesale,Premium Consumer,Bank Transfer,Eid Campaign,1,112.36,0.0,95.51,46.33,49.18,4.0,No,Completed,47.0,2.0,638,54086.3,1712.46,1,Normal,95.51,0.5149199036750078,51.49199036750078,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,95.51,10,Loyal Customers
ORD-100824,1970-01-01 05:00:45.588,CUST-10885,Pakistan,South Asia,Faisalabad,Training,Dropset,Female,XL,Online Store,Business,Bank Transfer,Unknown,1,147.7,0.0,118.16,64.02,54.14,4.0,No,Completed,49.0,1.0,521,23896.78,3808.96,1,Normal,118.16,0.4581922816519973,45.81922816519973,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,118.16,7,Potential Customers
ORD-100825,1970-01-01 05:00:45.386,CUST-10305,Australia,Oceania,Sydney,Basketball,D.O.N. Issue,Female,L,Wholesale,Premium Consumer,Cash on Delivery,Unknown,1,115.24,0.0,92.19,53.33,38.86,3.0,No,Completed,35.0,3.0,841,54910.22099999998,292.3,1,Normal,92.19,0.42152077231803886,42.15207723180389,1970,1,January,1,Q1,Thursday,Low Value,0,No Discount,92.19,12,Champions
ORD-100826,1970-01-01 05:00:45.094,CUST-10147,Usa,North America,New York,Football,Copa,Unisex,Unknown,Mobile App,Consumer,Debit Card,Summer Sale,1,86.51,0.0,86.51,60.41,26.1,4.0,No,Completed,41.0,3.0,577,24708.84,2094.64,1,Normal,86.51,0.30169922552306094,30.169922552306094,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,86.51,7,Potential Customers
ORD-100827,1970-01-01 05:00:45.055,CUST-10329,Uae,Middle East,Sharjah,Basketball,Dame,Unknown,S,Online Store,Premium Consumer,Digital Wallet,Unknown,1,88.13,0.0,74.91,59.02,15.89,4.0,No,Completed,35.0,4.0,869,88306.58,3359.05,1,Normal,74.91,0.21212121212121213,21.21212121212121,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,74.91,12,Champions
ORD-100828,1970-01-01 05:00:45.147,CUST-10330,Germany,Europe,Munich,Basketball,Harden,Male,M,Online Store,Premium Consumer,Bank Transfer,Summer Sale,99,130.65,0.0,117.58,72.07,45.51,4.0,No,Completed,30.0,4.0,852,17726.29,940.21,1,Normal,1.1876767676767677,0.38705562170437147,38.70556217043715,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,117.58,11,Loyal Customers
ORD-100829,1970-01-01 05:00:45.122,CUST-10747,India,South Asia,Chennai,Lifestyle,Superstar,Unisex,S,Online Store,Consumer,Credit Card,Eid Campaign,1,61.7,0.0,52.44,30.11,22.33,5.0,No,Completed,30.0,4.0,960,67639.37,685.14,1,Normal,52.44,0.42581998474446986,42.58199847444698,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,52.44,11,Loyal Customers
ORD-100830,1970-01-01 05:00:45.188,CUST-10219,Germany,Europe,Berlin,Outdoor,Terrex,Female,XS,Marketplace,Business,Digital Wallet,Unknown,1,85.44,0.0,81.17,50.16,31.01,4.0,No,Completed,59.0,4.0,157,41423.52,2012.04,1,Normal,81.17,0.3820376986571393,38.20376986571393,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,81.17,12,Champions
ORD-100831,1970-01-01 05:00:45.033,CUST-10411,India,South Asia,Bangalore,Outdoor,Terrex,Female,L,Online Store,Business,Digital Wallet,Summer Sale,1,241.36,0.0,193.09,123.7,69.39,5.0,No,Completed,49.0,3.0,255,97215.81,1504.14,1,Normal,193.09,0.3593660987104459,35.93660987104459,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,193.09,13,Champions
ORD-100832,1970-01-01 05:00:45.877,CUST-10573,Pakistan,South Asia,Faisalabad,Training,Rapidmove,Unknown,S,Marketplace,Business,Credit Card,Eid Campaign,1,84.39,0.0,67.51,42.26,25.25,4.0,No,Completed,47.0,1.0,849,18884.88,3280.57,1,Normal,67.51,0.3740186639016442,37.401866390164415,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,67.51,9,Loyal Customers
ORD-100833,1970-01-01 05:00:45.148,CUST-10307,Germany,Europe,Berlin,Lifestyle,Gazelle,Unknown,S,Wholesale,Consumer,Bank Transfer,Summer Sale,1,92.98,0.0,92.98,57.08,35.9,4.0,No,Cancelled,53.0,6.0,546,41175.07,4850.89,1,Normal,92.98,0.38610453861045385,38.610453861045386,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,92.98,13,Champions
ORD-100834,1970-01-01 05:00:45.912,CUST-10772,Uk,Europe,Birmingham,Basketball,Own The Game,Unisex,L,Retail Store,Consumer,Debit Card,Unknown,1,131.06,0.0,131.06,54.01,77.05,2.0,No,Completed,44.0,3.0,505,64157.74,121.9,1,Normal,131.06,0.5878986723638028,58.789867236380275,1970,1,January,1,Q1,Thursday,Low Value,0,No Discount,131.06,4,At Risk
ORD-100835,1970-01-01 05:00:45.819,CUST-10190,Pakistan,South Asia,Rawalpindi,Football,Copa,Unisex,M,Marketplace,Business,Bank Transfer,Summer Sale,1,127.53,0.0,102.02,75.01,27.01,5.0,No,Completed,48.0,3.0,820,51736.902,4521.66,1,Normal,102.02,0.26475200940991966,26.475200940991968,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,102.02,12,Champions
ORD-100836,1970-01-01 05:00:45.629,CUST-10540,Uae,Middle East,Abu Dhabi,Training,Everyday,Female,XS,Wholesale,Business,Debit Card,Unknown,1,149.3,0.0,119.44,78.6,40.84,4.0,No,Completed,49.0,4.0,166,30734.38,2222.79,1,Normal,119.44,0.34192900200937715,34.192900200937714,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,119.44,9,Loyal Customers
ORD-100837,1970-01-01 05:00:45.791,CUST-10683,Saudi Arabia,Middle East,Jeddah,Lifestyle,Samba,Male,L,Retail Store,Consumer,Cash on Delivery,Summer Sale,2,57.88,0.0,115.76,77.51,38.25,4.0,No,Completed,18.0,3.0,879,39988.67,3353.64,1,Normal,57.88,0.3304250172771251,33.04250172771251,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,115.76,11,Loyal Customers
ORD-100838,1970-01-01 05:00:45.605,CUST-10119,Australia,Oceania,Brisbane,Outdoor,Five Ten,Unisex,M,Wholesale,Premium Consumer,Digital Wallet,Black Friday,1,123.29,0.0,86.3,79.9,6.4,4.0,No,Cancelled,58.0,3.0,21,46448.3,4270.03,1,Normal,86.3,0.07415990730011589,7.415990730011589,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,86.3,14,Champions
ORD-100839,1970-01-01 05:00:45.013,CUST-10675,Uae,Middle East,Abu Dhabi,Running,Duramo,Male,XS,Retail Store,Business,Debit Card,Eid Campaign,1,176.95,0.0,176.95,107.85,69.1,5.0,No,Completed,50.0,3.0,66,25643.7,2909.95,1,Normal,176.95,0.39050579259677876,39.050579259677875,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,176.95,11,Loyal Customers
ORD-100840,1970-01-01 05:00:45.605,CUST-10218,Saudi Arabia,Middle East,Dammam,Football,F50,Female,L,Mobile App,Consumer,Credit Card,Black Friday,2,143.29,0.0,286.58,122.98,163.6,2.0,No,Completed,49.0,2.0,709,81826.79,576.83,1,Normal,143.29,0.5708702631027985,57.08702631027985,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,286.58,13,Champions
ORD-100841,1970-01-01 05:00:44.988,CUST-10695,Pakistan,South Asia,Rawalpindi,Running,Solarboost,Male,M,Marketplace,Premium Consumer,Debit Card,Sports Event,1,214.9,0.0,182.66,100.88,81.78,2.0,No,Completed,45.0,1.0,611,9653.56,788.92,1,Normal,182.66,0.44771706996605715,44.771706996605715,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,182.66,9,Loyal Customers
ORD-100842,1970-01-01 05:00:45.334,CUST-10499,Germany,Europe,Berlin,Running,Ultraboost,Female,M,Retail Store,Premium Consumer,Debit Card,Black Friday,1,136.0,0.0,115.6,86.36,29.24,4.0,No,Completed,63.0,10.0,847,70626.6,3967.47,1,Normal,115.6,0.2529411764705882,25.294117647058822,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,115.6,8,Potential Customers
ORD-100843,1970-01-01 05:00:44.971,CUST-10352,Saudi Arabia,Middle East,Riyadh,Football,X Crazyfast,Female,S,Online Store,Business,Debit Card,Eid Campaign,2,178.61,0.0,303.64,154.78,148.86,5.0,No,Completed,33.0,4.0,706,53625.93,1222.58,1,Normal,151.82,0.49025161375312876,49.02516137531288,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,303.64,14,Champions
ORD-100844,1970-01-01 05:00:45.551,CUST-10532,India,South Asia,Chennai,Basketball,Harden,Male,M,Marketplace,Business,Debit Card,New Year Sale,1,110.81,0.0,77.57,78.01,-0.44,3.0,No,Completed,38.0,2.0,611,24571.73,2888.28,1,Normal,77.57,-0.005672295990718061,-0.5672295990718061,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,77.57,13,Champions
ORD-100845,1970-01-01 05:00:45.169,CUST-10729,Usa,North America,Los Angeles,Outdoor,Terrex,Male,L,Retail Store,Business,Digital Wallet,Sports Event,2,227.24,0.0,386.31,319.8,66.51,4.0,No,Completed,48.0,4.0,586,49536.63,2197.59,1,Normal,193.155,0.172167430302089,17.2167430302089,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,386.31,11,Loyal Customers
ORD-100846,1970-01-01 05:00:45.427,CUST-10286,Germany,Europe,Berlin,Basketball,Own The Game,Unisex,L,Wholesale,Premium Consumer,Debit Card,Black Friday,1,74.59,0.0,63.4,33.35,30.05,3.0,Yes,Returned,24.0,2.0,887,83079.93,1587.83,1,Normal,63.4,0.47397476340694006,47.397476340694006,1970,1,January,1,Q1,Thursday,Medium Value,1,No Discount,63.4,9,Loyal Customers
ORD-100847,1970-01-01 05:00:45.185,CUST-10854,Saudi Arabia,Middle East,Dammam,Running,Solarboost,Unisex,L,Retail Store,Business,Credit Card,Eid Campaign,2,94.3,0.0,160.31,78.31,82.0,5.0,Yes,Returned,32.0,3.0,16,44821.44,3956.14,1,Normal,80.155,0.5115089514066496,51.150895140664964,1970,1,January,1,Q1,Thursday,High Value,1,No Discount,160.31,8,Potential Customers
ORD-100848,1970-01-01 05:00:45.969,CUST-10493,India,South Asia,Bangalore,Football,F50,Female,XL,Mobile App,Consumer,Cash on Delivery,Sports Event,2,114.81,0.0,195.18,122.48,72.7,4.0,No,Completed,59.0,5.0,658,12628.83,3682.96,1,Normal,97.59,0.37247668818526486,37.247668818526485,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,195.18,13,Champions
ORD-100849,1970-01-01 05:00:45.940,CUST-10669,Germany,Europe,Munich,Lifestyle,Superstar,Female,L,Wholesale,Business,Credit Card,Summer Sale,1,85.79,0.0,72.92,49.94,22.98,4.0,No,Completed,39.0,6.0,761,4559.8,3265.93,1,Normal,72.92,0.31513987931980253,31.513987931980253,1970,1,January,1,Q1,Thursday,High Value,0,No Discount,72.92,9,Loyal Customers
ORD-100850,1970-01-01 05:00:45.407,CUST-10411,Saudi Arabia,Middle East,Jeddah,Football,F50,Male,XL,Mobile App,Premium Consumer,Bank Transfer,Summer Sale,1,158.47,0.0,142.62,100.89,41.73,5.0,No,Completed,30.0,4.0,254,77890.73,1926.09,1,Normal,142.62,0.29259570887673536,29.259570887673537,1970,1,January,1,Q1,Thursday,Medium Value,0,No Discount,142.62,13,Champions
ORD-100851,1970-01-01 05:00:45.202,CUST-10436,Germany,Europe,Berlin,Basketball,D.O.N. Issue,Female,L,Wholesale,Premium Consumer,Debit Card,New Year Sale,2,60.97,0.0,85.36,87.72,-2.36,4.0,Yes,Returned,40.0,7.0,187,33378.1,1209.7,1,Normal,42.68,-0.027647610121836926,-2.7647610121836927,1970,1,January,1,Q1,Thursday,Medium Value,1,No Discount,85.36,12,Champions
