Order_ID,Order_Date,Customer_ID,Country,Region,City,Category,Product,Gender,Size,Sales_Channel,Customer_Segment,Payment_Method,Campaign,Quantity,Unit_Price_USD,Discount_Rate,Revenue_USD,Cost_USD,Profit_USD,Customer_Rating,Returned,Order_Status,Customer_Age,Shipping_Days,Inventory_Available,Marketing_Spend_USD,Customer_Lifetime_Value_USD
ORD-100897,1970-01-01 05:00:45.933,CUST-10677,Pakistan,South Asia,Faisalabad,Lifestyle,Campus,Female,43,Marketplace,Premium Consumer,Digital Wallet,Black Friday,1.0,76.46,10.0,68.81,36.01,32.8,5,No,Cancelled,44,6,93,95475.51,3114.66
ORD-100898,1970-01-01 05:00:45.181,CUST-10678,India,South Asia,Chennai,Training,Dropset,Unisex,40,Retail Store,Premium Consumer,Cash on Delivery,Sports Event,1.0,77.37,0.0,77.37,42.19,35.18,5,No,Cancelled,47,3,232,57020.83,403.41
ORD-100899,1970-01-01 05:00:45.681,CUST-10083,Germany,Europe,Hamburg,Lifestyle,Superstar,Male,43,Mobile App,Business,Debit Card,No Campaign,1.0,51.35,20.0,41.08,31.56,9.52,5,Yes,Returned,32,3,886,7688.7,4039.6
ORD-100900,1970-01-01 05:00:44.984,CUST-10375,Australia,Oceania,Brisbane,Running,Solarboost,Unisex,40,Marketplace,Business,Digital Wallet,Sports Event,2.0,117.14,10.0,210.85,102.71,108.14,4,No,Completed,42,4,162,70455.15,402.76
ORD-100901,1970-01-01 05:00:45.257,CUST-10868,Uae,Middle East,Dubai,Basketball,Harden,Male,38,Mobile App,Premium Consumer,Bank Transfer,No Campaign,2.0,172.62,0.0,345.24,207.56,137.68,4,No,Completed,57,3,838,53959.1,621.46
ORD-100902,1970-01-01 05:00:45.801,CUST-10160,Saudi Arabia,Middle East,Jeddah,Training,Powerlift,Unisex,44,Wholesale,Business,Digital Wallet,New Year Sale,1.0,70.25,15.0,59.71,28.24,31.47,4,No,Completed,50,4,651,57472.51,1693.95
ORD-100903,1970-01-01 05:00:45.109,CUST-10262,Uk,Europe,London,Outdoor,Five Ten,Unisex,42,Retail Store,Premium Consumer,Debit Card,Sports Event,3.0,90.94,20.0,218.26,130.15,88.11,4,No,Completed,43,4,241,99413.37,2214.2
ORD-100904,1970-01-01 05:00:44.940,CUST-10074,Usa,North America,Los Angeles,Outdoor,Agravic,Female,36,Online Store,Consumer,Digital Wallet,New Year Sale,1.0,249.24,15.0,211.85,117.84,94.01,3,No,Completed,54,3,681,15675.17,1834.06
ORD-100905,1970-01-01 05:00:45.809,CUST-10510,Usa,North America,Houston,Outdoor,Agravic,Male,42,Retail Store,Business,Debit Card,Summer Sale,2.0,223.18,20.0,357.09,211.53,145.56,2,No,Completed,31,4,97,65851.19,909.63
ORD-100906,1970-01-01 05:00:45.849,CUST-10365,Australia,Oceania,Brisbane,Football,Predator,Male,40,Retail Store,Consumer,Debit Card,Summer Sale,1.0,81.03,5.0,76.98,37.22,39.76,5,No,Completed,43,3,944,53721.262700620435,649.44
ORD-100907,1970-01-01 05:00:45.150,CUST-10655,Uk,Europe,Birmingham,Training,Rapidmove,Male,38,Marketplace,Consumer,Digital Wallet,No Campaign,1.0,141.71,5.0,134.62,81.59,53.03,5,No,Completed,63,4,382,27553.37,4311.13
ORD-100908,1970-01-01 05:00:44.987,CUST-10599,Uk,Europe,Birmingham,Running,Solarboost,Male,44,Mobile App,Business,Credit Card,No Campaign,1.0,194.83,30.0,136.38,130.75,5.63,4,No,Completed,61,1,578,69507.71,1879.59
ORD-100909,1970-01-01 05:00:45.012,CUST-10668,Pakistan,South Asia,Lahore,Basketball,D.O.N. Issue,Male,45,Online Store,Premium Consumer,Bank Transfer,New Year Sale,2.0,150.22,15.0,255.37,135.38,119.99,3,No,Cancelled,38,5,288,66987.17,1171.14
ORD-100910,1970-01-01 05:00:45.617,CUST-10124,Uk,Europe,Birmingham,Training,Rapidmove,Female,42,Marketplace,Business,Cash on Delivery,Black Friday,1.0,51.79,5.0,49.2,23.62,25.58,5,No,Completed,32,2,615,56936.21314158749,2486.26
ORD-100911,1970-01-01 05:00:45.702,CUST-10194,Saudi Arabia,Middle East,Dammam,Basketball,Own The Game,Male,42,Marketplace,Consumer,Credit Card,Eid Campaign,3.0,60.56,5.0,172.6,110.71,61.89,2,No,Completed,57,4,140,32692.077464688457,280.43
ORD-100912,1970-01-01 05:00:44.979,CUST-10106,Usa,North America,New York,Outdoor,Ridgewalker,Male,44,Retail Store,Premium Consumer,Digital Wallet,New Year Sale,2.0,135.95,15.94,217.52,182.51,35.01,3,No,Completed,62,5,202,56401.04,3041.38
ORD-100913,1970-01-01 05:00:45.311,CUST-10158,Australia,Oceania,Sydney,Lifestyle,Superstar,Unisex,42,Online Store,Business,Cash on Delivery,No Campaign,1.0,157.17,0.0,157.17,100.54,56.63,4,No,Completed,50,5,487,32894.47,1317.6
ORD-100914,1970-01-01 05:00:45.405,CUST-10205,Germany,Europe,Hamburg,Outdoor,Five Ten,Female,43,Wholesale,Consumer,Cash on Delivery,Eid Campaign,1.0,224.69,10.0,202.22,104.75,97.47,4,No,Completed,20,5,403,53193.25,3031.16
ORD-100915,1970-01-01 05:00:45.715,CUST-10443,Australia,Oceania,Melbourne,Outdoor,Terrex,Unisex,42,Retail Store,Business,Bank Transfer,Sports Event,1.0,188.96,10.0,170.06,129.95,40.11,4,No,Completed,50,3,990,36245.89,3109.21
ORD-100916,1970-01-01 05:00:45.105,CUST-10849,Pakistan,South Asia,Islamabad,Football,F50,Unisex,45,Mobile App,Consumer,Digital Wallet,No Campaign,1.0,124.74,0.0,124.74,76.81,47.93,4,No,Completed,62,10,416,28096.93,4065.2
ORD-100917,1970-01-01 05:00:45.425,CUST-10535,Australia,Oceania,Sydney,Outdoor,Ridgewalker,Male,38,Online Store,Premium Consumer,Credit Card,Summer Sale,1.0,173.14,0.0,173.14,111.6,61.54,4,No,Completed,19,1,801,55381.75,1226.53
ORD-100918,1970-01-01 05:00:45.378,CUST-10394,Germany,Europe,Hamburg,Training,Everyday,Female,44,Online Store,Business,Debit Card,New Year Sale,2.0,67.78,15.0,115.23,68.31,46.92,5,No,Completed,27,3,305,65964.45,2370.98
ORD-100919,1970-01-01 05:00:45.385,CUST-10723,Australia,Oceania,Brisbane,Running,Solarboost,Unisex,38,Marketplace,Premium Consumer,Digital Wallet,Sports Event,2.0,77.47,15.0,131.7,76.32,55.38,5,No,Pending,64,3,945,59261.84,4813.25
ORD-100920,1970-01-01 05:00:45.457,CUST-10614,Usa,North America,New York,Football,X Crazyfast,Female,38,Online Store,Consumer,Cash on Delivery,Sports Event,2.0,166.43,20.0,266.29,226.63,39.66,4,No,Completed,41,5,136,95464.74,3662.91
ORD-100921,1970-01-01 05:00:45.680,CUST-10155,Saudi Arabia,Middle East,Riyadh,Outdoor,Terrex,Female,43,Wholesale,Business,Credit Card,Black Friday,1.0,187.38,4.31,178.01,88.87,89.14,5,No,Completed,27,5,774,30214.29,4879.18
ORD-100922,1970-01-01 05:00:45.721,CUST-10581,Pakistan,South Asia,Faisalabad,Lifestyle,Gazelle,Female,42,Retail Store,Business,Bank Transfer,New Year Sale,2.0,135.2,10.0,243.36,121.68,121.68,5,No,Completed,57,5,904,37548.0,4644.09
ORD-100923,1970-01-01 05:00:44.945,CUST-10813,Saudi Arabia,Middle East,Dammam,Running,Duramo,Female,42,Retail Store,Premium Consumer,Debit Card,No Campaign,1.0,90.7,5.0,86.16,40.75,45.41,4,No,Completed,53,3,617,66930.46,3092.67
ORD-100924,1970-01-01 05:00:45.225,CUST-10894,Australia,Oceania,Brisbane,Football,Copa,Unisex,36,Wholesale,Premium Consumer,Cash on Delivery,New Year Sale,1.0,147.92,0.0,147.92,105.93,41.99,5,No,Completed,18,3,921,60235.68,1393.26
ORD-100925,1970-01-01 05:00:45.368,CUST-10505,India,South Asia,Chennai,Basketball,Own The Game,Female,43,Online Store,Premium Consumer,Debit Card,Sports Event,1.0,126.0,15.0,107.1,75.16,31.94,4,No,Completed,23,4,129,685.41,3808.93
ORD-100926,1970-01-01 05:00:45.034,CUST-10871,Saudi Arabia,Middle East,Riyadh,Outdoor,Ridgewalker,Female,43,Marketplace,Business,Debit Card,No Campaign,2.0,129.78,10.2,220.63,130.03,90.6,5,No,Completed,34,7,772,31572.4,3520.78
ORD-100927,1970-01-01 05:00:45.896,CUST-10686,Usa,North America,Chicago,Basketball,Own The Game,Female,43,Online Store,Business,Cash on Delivery,Black Friday,1.0,102.22,50.0,51.11,73.05,-21.94,5,No,Completed,43,2,624,25749.3,2985.56
ORD-100928,1970-01-01 05:00:45.126,CUST-10472,Saudi Arabia,Middle East,Riyadh,Outdoor,Five Ten,Male,36,Marketplace,Premium Consumer,Debit Card,New Year Sale,1.0,213.41,10.0,192.07,108.27,83.8,2,No,Completed,53,7,833,84071.53,3519.36
ORD-100929,1970-01-01 05:00:45.523,CUST-10126,Uae,Middle East,Dubai,Training,Rapidmove,Male,42,Retail Store,Business,Credit Card,Black Friday,1.0,108.11,0.0,108.11,75.62,32.49,2,No,Completed,23,4,115,86691.75,3106.57
ORD-100930,1970-01-01 05:00:45.698,CUST-10438,India,South Asia,Chennai,Outdoor,Ridgewalker,Male,40,Online Store,Consumer,Cash on Delivery,Eid Campaign,1.0,143.71,0.0,143.71,89.38,54.33,4,No,Pending,61,5,137,28747.37,2644.96
ORD-100931,1970-01-01 05:00:45.982,CUST-10392,Uae,Middle East,Sharjah,Running,Ultraboost,Female,43,Retail Store,Business,Digital Wallet,Summer Sale,4.0,164.91,0.0,659.64,430.89,228.75,5,No,Completed,38,3,414,10656.08,2138.18
ORD-100932,1970-01-01 05:00:45.739,CUST-10747,Pakistan,South Asia,Rawalpindi,Running,Adizero,Female,40,Mobile App,Business,Credit Card,Eid Campaign,3.0,76.13,15.0,194.13,107.14,86.99,5,No,Pending,21,5,160,20917.59,319.07
ORD-100933,1970-01-01 05:00:45.679,CUST-10882,Usa,North America,New York,Basketball,Own The Game,Male,38,Online Store,Consumer,Digital Wallet,Sports Event,1.0,105.56,20.0,84.45,49.31,35.14,5,No,Completed,36,10,619,18068.56,4341.87
ORD-100934,1970-01-01 05:00:45.487,CUST-10789,Saudi Arabia,Middle East,Dammam,Running,Duramo,Unisex,38,Wholesale,Consumer,Digital Wallet,Eid Campaign,3.0,100.86,20.0,242.06,152.79,89.27,4,No,Completed,59,2,247,24124.82,4341.15
ORD-100935,1970-01-01 05:00:45.130,CUST-10854,Usa,North America,Chicago,Basketball,Harden,Male,45,Retail Store,Premium Consumer,Credit Card,No Campaign,0.0,115.44,30.0,161.62,158.4,3.22,5,No,Completed,49,3,878,23847.17,3010.83
ORD-100936,1970-01-01 05:00:45.351,CUST-10759,Australia,Oceania,Brisbane,Running,Ultraboost,Male,40,Wholesale,Business,Debit Card,No Campaign,1.0,110.89,0.0,110.89,47.6,63.29,3,No,Completed,56,5,133,48243.95,1412.63
ORD-100937,1970-01-01 05:00:45.007,CUST-10523,Australia,Oceania,Sydney,Basketball,D.O.N. Issue,Male,42,Retail Store,Consumer,Bank Transfer,Black Friday,1.0,102.0,0.0,102.0,62.03,39.97,3,Yes,Returned,26,2,525,32304.32,237.84
ORD-100938,1970-01-01 05:00:45.963,CUST-10403,Pakistan,South Asia,Islamabad,Running,Ultraboost,Female,45,Retail Store,Premium Consumer,Credit Card,Summer Sale,2.0,206.27,10.0,371.29,269.33,101.96,4,No,Completed,37,3,589,56202.26,107.0
ORD-100939,1970-01-01 05:00:46.020,CUST-10473,Uk,Europe,London,Running,Solarboost,Male,44,Marketplace,Business,Cash on Delivery,New Year Sale,1.0,161.3,0.0,161.3,84.99,76.31,4,No,Cancelled,52,2,270,44349.27289368314,457.25
ORD-100940,1970-01-01 05:00:45.018,CUST-10064,Saudi Arabia,Middle East,Dammam,Outdoor,Terrex,Male,42,Retail Store,Premium Consumer,Debit Card,Summer Sale,1.0,173.75,10.0,156.38,70.38,86.0,5,No,Completed,43,4,224,81560.35,1863.44
ORD-100941,1970-01-01 05:00:45.495,CUST-10314,Saudi Arabia,Middle East,Dammam,Lifestyle,Campus,Unisex,43,Online Store,Business,Cash on Delivery,Black Friday,3.0,114.4,0.0,343.2,165.9,177.3,3,No,Completed,53,2,120,95103.85,1023.14
ORD-100942,1970-01-01 05:00:45.746,CUST-10033,Usa,North America,Houston,Outdoor,Ridgewalker,Male,44,Mobile App,Business,Debit Card,No Campaign,1.0,176.1,5.0,167.3,92.55,74.75,4,No,Completed,50,3,734,56612.52388740383,1398.78
ORD-100943,1970-01-01 05:00:45.321,CUST-10087,Saudi Arabia,Middle East,Dammam,Running,Solarboost,Female,45,Wholesale,Consumer,Digital Wallet,Summer Sale,2.0,125.0,20.0,200.0,136.7,63.3,4,No,Completed,24,3,720,5422.12,3528.34
ORD-100944,1970-01-01 05:00:44.980,CUST-10208,Germany,Europe,Hamburg,Training,Rapidmove,Male,38,Marketplace,Consumer,Bank Transfer,No Campaign,1.0,145.04,0.0,145.04,69.36,75.68,5,No,Cancelled,48,3,938,24338.04,4799.83
ORD-100945,1970-01-01 05:00:45.109,CUST-10381,Usa,North America,Chicago,Running,Solarboost,Female,44,Retail Store,Consumer,Cash on Delivery,No Campaign,1.0,70.91,20.0,56.73,28.71,28.02,5,No,Completed,50,4,462,10634.89,1113.2
ORD-100946,1970-01-01 05:00:45.702,CUST-10211,India,South Asia,Delhi,Training,Powerlift,Male,40,Wholesale,Business,Cash on Delivery,No Campaign,1.0,123.85,5.0,117.66,59.24,58.42,3,No,Completed,40,2,915,34804.01,2381.66
ORD-100947,1970-01-01 05:00:45.504,CUST-10591,Australia,Oceania,Brisbane,Running,Solarboost,Female,38,Online Store,Consumer,Cash on Delivery,No Campaign,1.0,172.03,5.0,163.43,83.79,79.64,2,No,Completed,19,6,239,64688.87,4958.25
ORD-100948,1970-01-01 05:00:45.903,CUST-10817,Uae,Middle East,Dubai,Basketball,Own The Game,Male,44,Online Store,Business,Bank Transfer,Sports Event,1.0,107.21,20.0,85.77,49.99,35.78,2,No,Completed,42,3,20,52131.34,4665.2
ORD-100949,1970-01-01 05:00:45.219,CUST-10812,Uae,Middle East,Abu Dhabi,Outdoor,Ridgewalker,Unisex,44,Online Store,Business,Cash on Delivery,Sports Event,1.0,111.76,15.0,95.0,58.14,36.86,5,No,Pending,59,4,447,24666.13,1826.35
ORD-100950,1970-01-01 05:00:45.864,CUST-10110,Saudi Arabia,Middle East,Riyadh,Outdoor,Five Ten,Male,38,Mobile App,Business,Cash on Delivery,Black Friday,1.0,159.57,50.0,79.78,85.55,-5.77,4,Yes,Returned,31,4,796,76842.28,1666.48
ORD-100951,1970-01-01 05:00:45.552,CUST-10207,Usa,North America,New York,Lifestyle,Gazelle,Female,43,Marketplace,Consumer,Credit Card,No Campaign,1.0,50.13,0.0,50.13,23.13,27.0,5,Yes,Returned,47,1,954,13582.33,1286.64
ORD-100952,1970-01-01 05:00:45.044,CUST-10860,Saudi Arabia,Middle East,Riyadh,Running,Adizero,Unisex,44,Wholesale,Premium Consumer,Credit Card,Eid Campaign,1.0,157.03,10.0,141.33,110.34,30.99,3,No,Completed,22,2,328,23205.5,861.47
ORD-100953,1970-01-01 05:00:45.981,CUST-10861,Uae,Middle East,Sharjah,Training,Rapidmove,Unisex,45,Online Store,Premium Consumer,Credit Card,New Year Sale,1.0,54.79,15.0,46.57,31.23,15.34,5,No,Cancelled,36,7,447,67766.69,2354.26
ORD-100954,1970-01-01 05:00:45.797,CUST-10583,Saudi Arabia,Middle East,Dammam,Outdoor,Terrex,Unisex,42,Retail Store,Business,Bank Transfer,Sports Event,2.0,203.21,0.0,406.42,238.2,168.22,3,No,Completed,36,4,604,20124.82,1771.49
ORD-100955,1970-01-01 05:00:45.272,CUST-10196,Pakistan,South Asia,Rawalpindi,Lifestyle,Superstar,Male,38,Online Store,Premium Consumer,Debit Card,New Year Sale,1.0,60.53,0.0,60.53,31.6,28.93,5,No,Completed,25,3,939,68036.89,3749.7
ORD-100956,1970-01-01 05:00:45.941,CUST-10375,Germany,Europe,Munich,Running,Duramo,Male,42,Online Store,Premium Consumer,Debit Card,New Year Sale,1.0,150.07,15.0,127.56,83.81,43.75,4,No,Completed,50,5,254,97705.66,1260.65
ORD-100957,1970-01-01 05:00:45.916,CUST-10519,India,South Asia,Bangalore,Basketball,Dame,Female,42,Online Store,Business,Bank Transfer,No Campaign,1.0,106.61,20.0,85.29,72.2,13.09,5,No,Completed,39,5,161,83219.65,3708.03
ORD-100958,1970-01-01 05:00:45.875,CUST-10245,Saudi Arabia,Middle East,Dammam,Basketball,D.O.N. Issue,Female,36,Marketplace,Consumer,Bank Transfer,Eid Campaign,1.0,69.8,15.0,59.33,47.12,12.21,5,No,Completed,26,4,302,16421.05,1511.92
ORD-100959,1970-01-01 05:00:45.146,CUST-10404,Germany,Europe,Berlin,Basketball,Dame,Male,40,Mobile App,Premium Consumer,Credit Card,No Campaign,1.0,94.43,0.0,94.43,42.75,51.68,3,No,Completed,58,10,763,52289.59,3004.37
ORD-100960,1970-01-01 05:00:45.100,CUST-10630,Usa,North America,Los Angeles,Training,Powerlift,Female,38,Mobile App,Consumer,Debit Card,Sports Event,1.0,45.72,0.0,45.72,21.87,23.85,5,No,Completed,50,4,776,42521.0,3228.31
ORD-100961,1970-01-01 05:00:45.736,CUST-10700,Uk,Europe,Manchester,Football,F50,Female,42,Mobile App,Consumer,Bank Transfer,Black Friday,2.0,159.84,15.0,271.73,217.49,54.24,4,No,Cancelled,60,2,187,99171.11,3391.73
ORD-100962,1970-01-01 05:00:45.258,CUST-10761,India,South Asia,Mumbai,Training,Rapidmove,Female,38,Online Store,Premium Consumer,Debit Card,No Campaign,2.0,50.37,5.0,95.7,64.58,31.12,4,No,Completed,63,1,623,96457.87,959.16
ORD-100963,1970-01-01 05:00:45.200,CUST-10741,Saudi Arabia,Middle East,Jeddah,Basketball,D.O.N. Issue,Female,42,Online Store,Consumer,Debit Card,Eid Campaign,1.0,85.25,0.0,85.25,52.73,32.52,4,No,Completed,26,3,29,13147.65,1485.29
ORD-100964,1970-01-01 05:00:45.928,CUST-10049,Uk,Europe,Birmingham,Running,Duramo,Female,40,Marketplace,Premium Consumer,Bank Transfer,Sports Event,1.0,162.26,5.0,154.15,104.08,50.07,5,No,Completed,37,4,784,90918.72,1305.97
ORD-100965,1970-01-01 05:00:45.147,CUST-10345,Usa,North America,New York,Football,Predator,Male,40,Marketplace,Business,Credit Card,No Campaign,2.0,92.68,0.0,185.36,80.83,104.53,2,No,Completed,29,2,435,19745.12,2923.19
ORD-100966,1970-01-01 05:00:45.806,CUST-10104,Saudi Arabia,Middle East,Dammam,Running,Solarboost,Unisex,36,Mobile App,Premium Consumer,Cash on Delivery,Black Friday,1.0,82.7,20.0,66.16,48.16,18.0,4,No,Completed,36,1,314,32285.42,471.16
ORD-100967,1970-01-01 05:00:45.434,CUST-10685,Australia,Oceania,Brisbane,Running,Duramo,Male,45,Retail Store,Consumer,Cash on Delivery,No Campaign,2.0,155.52,10.0,279.94,200.34,79.6,4,No,Completed,46,6,886,35664.09,2639.46
ORD-100968,1970-01-01 05:00:45.805,CUST-10796,Uk,Europe,London,Outdoor,Ridgewalker,Female,38,Wholesale,Business,Debit Card,Summer Sale,1.0,191.63,20.0,153.3,99.54,53.76,5,No,Completed,53,3,387,29038.79,528.59
ORD-100969,1970-01-01 05:00:45.197,CUST-10165,Uae,Middle East,Abu Dhabi,Football,Predator,Male,44,Retail Store,Consumer,Digital Wallet,No Campaign,1.0,129.73,5.0,123.24,66.8,56.44,5,No,Completed,60,3,679,85397.76,1751.57
ORD-100970,1970-01-01 05:00:45.705,CUST-10446,Saudi Arabia,Middle East,Jeddah,Running,Ultraboost,Unisex,44,Retail Store,Consumer,Cash on Delivery,Eid Campaign,1.0,99.76,15.0,84.8,39.91,44.89,3,No,Completed,31,3,479,33328.27,3464.86
ORD-100971,1970-01-01 05:00:45.032,CUST-10825,Australia,Oceania,Melbourne,Running,Duramo,Male,44,Marketplace,Premium Consumer,Cash on Delivery,Sports Event,1.0,173.66,5.88,173.66,111.14,62.52,4,No,Completed,42,3,607,81765.47,2121.56
ORD-100972,1970-01-01 05:00:45.024,CUST-10675,Usa,North America,Houston,Football,Copa,Male,36,Online Store,Business,Cash on Delivery,Summer Sale,1.0,146.75,0.0,146.75,80.91,65.84,5,No,Completed,34,3,134,99440.49,1473.68
ORD-100973,1970-01-01 05:00:45.133,CUST-10697,Uk,Europe,Manchester,Training,Everyday,Male,44,Mobile App,Premium Consumer,Cash on Delivery,Black Friday,1.0,81.38,15.0,69.17,38.11,31.06,4,No,Pending,39,6,37,84155.77,3117.7
ORD-100974,1970-01-01 05:00:45.193,CUST-10571,India,South Asia,Bangalore,Running,Ultraboost,Female,42,Wholesale,Business,Bank Transfer,Black Friday,1.0,126.32,5.0,120.0,77.07,42.93,5,No,Completed,27,6,287,34941.22,3727.32
ORD-100975,1970-01-01 05:00:45.357,CUST-10112,Saudi Arabia,Middle East,Dammam,Outdoor,Agravic,Female,38,Online Store,Consumer,Bank Transfer,No Campaign,1.0,106.15,10.0,95.54,60.72,34.82,4,No,Completed,20,2,68,71269.61,1347.47
ORD-100976,1970-01-01 05:00:45.322,CUST-10135,Pakistan,South Asia,Faisalabad,Lifestyle,Gazelle,Male,38,Wholesale,Business,Cash on Delivery,Black Friday,1.0,121.91,30.0,85.34,86.71,-1.37,5,No,Completed,38,4,745,53625.38,1567.06
ORD-100977,1970-01-01 05:00:45.016,CUST-10033,Australia,Oceania,Sydney,Football,X Crazyfast,Male,38,Wholesale,Business,Cash on Delivery,New Year Sale,1.0,157.72,30.0,110.4,89.68,20.72,4,No,Completed,33,5,66,78758.52,3237.44
ORD-100978,1970-01-01 05:00:45.167,CUST-10310,Germany,Europe,Munich,Basketball,Own The Game,Male,44,Mobile App,Business,Bank Transfer,No Campaign,2.0,118.63,5.0,225.4,167.31,58.09,5,No,Completed,45,3,567,15733.19,4829.59
ORD-100979,1970-01-01 05:00:45.191,CUST-10388,Uae,Middle East,Abu Dhabi,Lifestyle,Campus,Male,36,Retail Store,Business,Digital Wallet,Eid Campaign,3.0,147.6,20.0,354.24,215.59,138.65,2,No,Completed,42,3,787,63994.39,1147.97
ORD-100980,1970-01-01 05:00:45.970,CUST-10549,India,South Asia,Chennai,Football,F50,Unisex,43,Mobile App,Business,Cash on Delivery,Summer Sale,1.0,152.22,0.0,152.22,102.27,49.95,4,No,Completed,23,14,191,77479.84,3305.81
ORD-100981,1970-01-01 05:00:45.373,CUST-10575,Uae,Middle East,Sharjah,Running,Adizero,Unisex,36,Wholesale,Premium Consumer,Bank Transfer,Sports Event,1.0,200.63,10.0,180.57,113.6,66.97,5,No,Completed,48,5,119,76242.52,4542.29
ORD-100982,1970-01-01 05:00:45.533,CUST-10747,Uk,Europe,Birmingham,Basketball,Harden,Female,45,Online Store,Consumer,Debit Card,No Campaign,1.0,104.01,30.0,72.81,65.08,7.73,5,No,Completed,58,3,400,96377.5,2363.64
ORD-100983,1970-01-01 05:00:45.230,CUST-10406,Saudi Arabia,Middle East,Jeddah,Basketball,D.O.N. Issue,Male,44,Online Store,Business,Debit Card,Summer Sale,2.0,82.71,5.0,157.15,89.66,67.49,3,No,Completed,55,4,399,6311.93,1652.54
ORD-100984,1970-01-01 05:00:45.682,CUST-10533,India,South Asia,Bangalore,Running,Solarboost,Male,45,Marketplace,Business,Debit Card,Eid Campaign,4.0,70.53,10.0,253.91,178.8,75.11,4,No,Completed,46,4,522,34905.05,3367.67
ORD-100985,1970-01-01 05:00:44.948,CUST-10408,Uk,Europe,Manchester,Basketball,D.O.N. Issue,Male,44,Retail Store,Premium Consumer,Credit Card,New Year Sale,2.0,145.03,15.0,246.55,133.08,113.47,4,No,Cancelled,32,3,908,47917.08,254.02
ORD-100986,1970-01-01 05:00:45.454,CUST-10259,India,South Asia,Kolkata,Outdoor,Five Ten,Male,42,Mobile App,Consumer,Cash on Delivery,Black Friday,2.0,168.13,0.0,336.26,146.37,189.89,4,No,Completed,53,3,657,31321.47,1864.79
ORD-100987,1970-01-01 05:00:45.245,CUST-10142,Saudi Arabia,Middle East,Jeddah,Lifestyle,Superstar,Male,43,Marketplace,Consumer,Digital Wallet,No Campaign,1.0,90.55,15.0,76.97,64.63,12.34,5,No,Completed,49,3,13,31324.06,1364.07
ORD-100988,1970-01-01 05:00:45.305,CUST-10621,Australia,Oceania,Sydney,Football,F50,Male,44,Retail Store,Business,Cash on Delivery,No Campaign,1.0,73.54,10.0,66.19,52.41,13.78,4,No,Pending,37,2,545,18024.8,1200.65
ORD-100989,1970-01-01 05:00:45.734,CUST-10354,Uk,Europe,Birmingham,Football,X Crazyfast,Unisex,42,Online Store,Consumer,Credit Card,Eid Campaign,1.0,55.2,5.0,52.44,29.51,22.93,2,Yes,Returned,54,10,715,81388.66,980.82
ORD-100990,1970-01-01 05:00:45.132,CUST-10173,Saudi Arabia,Middle East,Dammam,Training,Rapidmove,Unisex,40,Online Store,Business,Credit Card,Eid Campaign,1.0,110.52,10.0,99.47,67.01,32.46,3,No,Pending,43,2,597,90852.87,3711.61
ORD-100991,1970-01-01 05:00:44.954,CUST-10663,Usa,North America,New York,Running,Ultraboost,Male,42,Online Store,Premium Consumer,Debit Card,Sports Event,2.0,154.75,0.0,309.5,180.99,128.51,3,No,Completed,58,4,468,8691.57,4779.99
ORD-100992,1970-01-01 05:00:45.620,CUST-10033,Pakistan,South Asia,Lahore,Running,Ultraboost,Male,40,Mobile App,Business,Digital Wallet,Summer Sale,1.0,160.21,20.0,128.17,73.37,54.8,4,No,Completed,19,10,892,15912.44,1985.38
ORD-100993,1970-01-01 05:00:45.243,CUST-10406,Uk,Europe,London,Basketball,Own The Game,Male,45,Marketplace,Business,Bank Transfer,No Campaign,1.0,92.75,0.0,92.75,37.22,55.53,4,No,Completed,45,3,153,23231.07,340.61
ORD-100994,1970-01-01 05:00:45.534,CUST-10436,Pakistan,South Asia,Lahore,Running,Ultraboost,Unisex,43,Retail Store,Consumer,Debit Card,No Campaign,1.0,216.34,30.0,151.44,90.14,61.3,4,No,Completed,32,2,169,51144.25,3622.67
ORD-100995,1970-01-01 05:00:45.228,CUST-10739,Saudi Arabia,Middle East,Jeddah,Training,Rapidmove,Unisex,38,Retail Store,Business,Digital Wallet,Sports Event,1.0,128.24,0.0,128.24,65.43,62.81,2,No,Completed,26,10,956,23094.383586115688,2737.2
ORD-100996,1970-01-01 05:00:45.152,CUST-10139,India,South Asia,Mumbai,Training,Powerlift,Male,44,Marketplace,Consumer,Bank Transfer,Black Friday,1.0,56.15,10.0,50.54,28.96,21.58,3,No,Completed,27,5,678,7609.82,3645.86
ORD-100997,1970-01-01 05:00:45.015,CUST-10133,India,South Asia,Kolkata,Basketball,D.O.N. Issue,Male,40,Mobile App,Business,Cash on Delivery,New Year Sale,2.0,63.26,5.0,120.19,83.35,36.84,3,No,Completed,24,4,385,37917.89081515032,3274.73
ORD-100998,1970-01-01 05:00:45.234,CUST-10821,Uae,Middle East,Sharjah,Outdoor,Five Ten,Unisex,44,Wholesale,Premium Consumer,Cash on Delivery,No Campaign,3.0,194.37,12.35,408.18,385.59,22.59,3,No,Completed,44,4,696,15358.88,4536.64
ORD-100999,1970-01-01 05:00:45.470,CUST-10603,Uk,Europe,Birmingham,Training,Everyday,Male,36,Retail Store,Business,Debit Card,Black Friday,1.0,99.14,6.66,99.14,49.77,49.37,2,No,Completed,59,3,305,97159.98,788.16
ORD-101000,1970-01-01 05:00:45.906,CUST-10533,Uae,Middle East,Dubai,Training,Rapidmove,Male,43,Marketplace,Consumer,Credit Card,Black Friday,1.0,132.59,15.0,112.7,70.82,41.88,4,No,Completed,26,4,624,89927.96,928.89
